trade_date,amd_tag,predicted_direction,daily_bias_alignment,judas_direction,reversal_confirmed,asian_range_bucket,asian_range_pips,entry_hour,exit_hour,bars_in_gate,reference_price,mfe_pips,mfe_bar_index,mfe_hour,mae_pips,mae_bar_index,mae_hour,close_pips,giveback_to_close_pips,max_giveback_from_peak_pips,rev_2.5_hit,rev_2.5_bar,rev_2.5_peak_before,rev_5_hit,rev_5_bar,rev_5_peak_before,rev_7.5_hit,rev_7.5_bar,rev_7.5_peak_before,rev_10_hit,rev_10_bar,rev_10_peak_before,rev_12.5_hit,rev_12.5_bar,rev_12.5_peak_before,rev_15_hit,rev_15_bar,rev_15_peak_before
2025-05-20,AMD_SHIFTED,DOWN,CONFLICTED,DOWN,false,GTE_40,47,12,13,24,0.64119,20.1,9,12,0.7,0,12,11.3,8.8,14.4,true,1,2.9,true,4,13.2,true,10,20.1,true,13,20.1,true,22,20.1,false,,
2025-05-21,AMD_SHIFTED,DOWN,CONFLICTED,DOWN,false,25_40,36,12,13,24,0.64444,7.2,20,13,10.2,4,12,-2,9.2,13.2,true,0,2.1,true,2,3,true,3,3,true,3,3,true,4,3,false,,
2025-05-22,AMD_COMPRESSION_BREAKOUT,DOWN,CONFLICTED,DOWN,false,25_40,26,10,13,48,0.64236,13.2,45,13,4.4,17,11,11.2,2,13.2,true,0,3.4,true,1,7.8,true,14,8.8,true,14,8.8,true,17,8.8,false,,
2025-05-23,AMD_SHIFTED,UP,CONFLICTED,UP,false,GTE_40,48,12,13,24,0.64432,19,9,12,13.4,2,12,7.8,11.2,17.1,true,0,2.6,true,0,2.6,true,0,2.6,true,1,2.6,true,1,2.6,true,2,2.6
2025-05-26,AMD_SHIFTED,DOWN,CONFLICTED,DOWN,false,25_40,39,12,13,24,0.65098,10.5,14,13,1.4,0,12,5.8,4.7,9.1,true,0,1.8,true,17,10.5,true,19,10.5,false,,,false,,,false,,
2025-05-27,AMD_NONE,DOWN,ALIGNED,UP,true,GTE_40,50,10,11,24,0.64502,8.2,3,10,0.8,20,11,5.2,3,9,true,1,3,true,4,8.2,true,5,8.2,false,,,false,,,false,,
2025-05-28,AMD_TEXTBOOK,DOWN,ALIGNED,UP,true,25_40,29,12,13,24,0.64368,26.8,20,13,2.4,0,12,23.4,3.4,8.8,true,2,3.4,true,4,3.4,true,13,23.6,false,,,false,,,false,,
2025-05-29,AMD_SHIFTED,DOWN,CONFLICTED,DOWN,true,GTE_40,42,12,13,24,0.64337,0.5,0,12,26.5,17,13,-2.5,3,27,true,0,0.5,true,1,0.5,true,1,0.5,true,2,0.5,true,3,0.5,true,6,0.5
2025-05-30,AMD_SHIFTED,DOWN,CONFLICTED,DOWN,false,GTE_40,45,12,13,24,0.64213,12.6,21,13,8.3,9,12,11.5,1.1,17.4,true,1,2.3,true,1,2.3,true,1,2.3,true,2,7.9,true,7,9.1,true,8,9.1
2025-06-02,AMD_SHIFTED,DOWN,CONFLICTED,DOWN,true,GTE_40,47,12,13,24,0.64792,7.6,22,13,10.2,10,12,1.3,6.3,10.2,true,15,1.2,true,19,4.8,false,,,false,,,false,,,false,,
2025-06-03,AMD_SHIFTED,DOWN,CONFLICTED,DOWN,false,GTE_40,49,12,13,24,0.64568,8.4,6,12,4.6,14,13,2.6,5.8,13,true,0,0.2,true,1,3,true,8,8.4,true,13,8.4,true,14,8.4,false,,
2025-06-04,AMD_COMPRESSION_BREAKOUT,UP,CONFLICTED,UP,false,25_40,29,10,13,48,0.64748,19.6,36,13,1.7,7,10,14,5.6,8.2,true,0,2.5,true,5,6.5,true,6,6.5,false,,,false,,,false,,
2025-06-05,AMD_COMPRESSION_BREAKOUT,UP,CONFLICTED,UP,false,LT_25,23,10,13,48,0.65102,28,44,13,5.6,27,12,16.4,11.6,13.1,true,0,2.6,true,15,4.7,true,18,4.7,true,27,4.7,true,47,28,false,,
2025-06-06,AMD_FAILED,UP,ALIGNED,DOWN,false,LT_25,24,11,12,24,0.64934,13.6,18,12,10.8,18,12,-0.8,14.4,24.4,true,2,2.4,true,11,4.5,true,12,4.5,true,13,4.5,true,14,4.5,true,18,13.6
2025-06-09,AMD_SHIFTED,UP,CONFLICTED,UP,true,25_40,26,12,13,24,0.6519,0.1,0,12,12.9,16,13,-9.8,9.9,13,true,0,0.1,true,1,0.1,true,10,0.1,true,13,0.1,true,15,0.1,false,,
2025-06-10,AMD_SHIFTED,UP,CONFLICTED,UP,false,GTE_40,40,12,13,24,0.65198,12.5,23,13,4.2,12,13,12,0.5,8.1,true,0,3.3,true,2,3.3,true,12,3.9,false,,,false,,,false,,
2025-06-11,AMD_TEXTBOOK,DOWN,CONFLICTED,UP,true,25_40,32,12,13,24,0.65056,5,3,12,40.4,7,12,-13.1,18.1,45.4,true,0,2,true,0,2,true,0,2,true,0,2,true,6,5,true,6,5
2025-06-12,AMD_SHIFTED,UP,CONFLICTED,UP,false,25_40,34,12,13,24,0.6515,18.9,9,12,1.4,1,12,3.6,15.3,17.7,true,0,3.4,true,3,7.9,true,5,9,true,6,10.8,true,14,18.9,true,15,18.9
2025-06-13,AMD_NONE,UP,CONFLICTED,UP,true,GTE_40,71,10,11,24,0.64823,1.5,0,10,20,9,10,-7,8.5,21.5,true,0,1.5,true,1,1.5,true,5,1.5,true,6,1.5,true,7,1.5,true,7,1.5
2025-06-16,AMD_SHIFTED,UP,CONFLICTED,UP,false,GTE_40,47,12,13,24,0.65242,20.6,23,13,4.2,6,12,18.8,1.8,8.2,true,0,2.3,true,5,4,true,5,4,false,,,false,,,false,,
2025-06-17,AMD_SHIFTED,DOWN,CONFLICTED,DOWN,true,GTE_40,41,12,13,24,0.65366,16.6,11,12,4.4,3,12,2,14.6,18.1,true,0,1.1,true,3,1.1,true,13,16.6,true,15,16.6,true,15,16.6,true,17,16.6
2025-06-18,AMD_SHIFTED,UP,CONFLICTED,UP,true,25_40,37,12,13,24,0.65008,5.6,22,13,6.6,20,13,-1.6,7.2,11.9,true,2,3.3,true,4,5.3,true,9,5.3,true,18,5.3,false,,,false,,
2025-06-19,AMD_SHIFTED,DOWN,ALIGNED,UP,true,GTE_40,49,12,13,24,0.64684,10.9,20,13,2.7,1,12,9.7,1.2,11.8,true,0,1.7,true,4,5.4,true,13,10,true,16,10,false,,,false,,
2025-06-20,AMD_TEXTBOOK,DOWN,ALIGNED,UP,true,LT_25,23,12,13,24,0.64884,16.6,23,13,7.3,8,12,15,1.6,10.5,true,0,1.8,true,3,3.2,true,6,3.2,true,6,3.2,false,,,false,,
2025-06-23,AMD_SHIFTED,DOWN,CONFLICTED,DOWN,false,GTE_40,49,12,13,24,0.63878,7.6,7,12,19.4,23,13,-16.2,23.8,27,true,0,3.4,true,0,3.4,true,10,7.6,true,11,7.6,true,12,7.6,true,19,7.6
2025-06-24,AMD_SHIFTED,UP,CONFLICTED,UP,true,GTE_40,42,12,13,24,0.65086,3.3,1,12,21.6,23,13,-18,21.3,24.9,true,1,3.3,true,2,3.3,true,3,3.3,true,6,3.3,true,14,3.3,true,14,3.3
2025-06-25,AMD_COMPRESSION_BREAKOUT,DOWN,ALIGNED,DOWN,false,LT_25,18,10,13,48,0.64955,11.1,46,13,4,15,11,9.5,1.6,8.3,true,0,4.3,true,5,4.3,true,14,4.3,false,,,false,,,false,,
2025-06-26,AMD_COMPRESSION_BREAKOUT,UP,CONFLICTED,UP,false,25_40,28,10,13,48,0.65384,13.6,46,13,9.4,19,11,12,1.6,14.8,true,1,1.3,true,1,1.3,true,12,5.4,true,13,5.4,true,16,5.4,false,,
2025-06-27,AMD_COMPRESSION_BREAKOUT,DOWN,ALIGNED,DOWN,false,LT_25,21,10,13,48,0.65419,15.3,47,13,7.9,35,12,14.5,0.8,20.8,true,1,6.1,true,1,6.1,true,18,12.9,true,28,12.9,true,30,12.9,true,31,12.9
2025-06-30,AMD_TEXTBOOK,UP,ALIGNED,DOWN,true,25_40,25,12,13,24,0.65316,12.8,23,13,4.6,3,12,12.8,0,9.6,true,1,1,true,2,1,true,22,9.8,false,,,false,,,false,,
2025-07-01,AMD_TEXTBOOK,UP,ALIGNED,DOWN,true,25_40,34,12,13,24,0.65852,2.5,1,12,18.2,21,13,-11.6,14.1,20.7,true,0,1.8,true,2,2.5,true,2,2.5,true,5,2.5,true,6,2.5,true,11,2.5
2025-07-02,AMD_FAILED,DOWN,CONFLICTED,UP,true,LT_25,21,11,12,24,0.65646,21.2,20,12,6.8,17,12,13.6,7.6,20.6,true,0,1,true,4,1,true,15,13.8,true,15,13.8,true,15,13.8,true,16,13.8
2025-07-03,AMD_FAILED,DOWN,CONFLICTED,UP,true,LT_25,24,11,12,24,0.65738,36.8,18,12,5.4,5,11,27.6,9.2,38.4,true,9,0.8,true,17,3.8,true,18,36.8,true,18,36.8,true,18,36.8,true,18,36.8
2025-07-04,AMD_FAILED,DOWN,CONFLICTED,UP,true,25_40,30,11,12,24,0.65568,6.6,23,12,3.2,3,11,5.8,0.8,3.6,true,0,0.4,false,,,false,,,false,,,false,,,false,,
2025-07-07,AMD_NONE,DOWN,CONFLICTED,DOWN,false,GTE_40,53,10,11,24,0.6497,2.6,6,10,7.6,22,11,-3,5.6,10.2,true,0,2.4,true,14,2.6,true,18,2.6,true,22,2.6,false,,,false,,
2025-07-08,AMD_NONE,DOWN,CONFLICTED,DOWN,false,GTE_40,52,10,11,24,0.6539,2.4,0,10,8.9,16,11,-1.5,3.9,11.3,true,0,2.4,true,2,2.4,true,14,2.4,true,15,2.4,false,,,false,,
2025-07-09,AMD_SHIFTED,DOWN,ALIGNED,UP,true,25_40,35,12,13,24,0.6516,1.6,0,12,27.6,19,13,-23.2,24.8,29.2,true,0,1.6,true,1,1.6,true,1,1.6,true,3,1.6,true,3,1.6,true,10,1.6
2025-07-10,AMD_TEXTBOOK,DOWN,CONFLICTED,UP,true,25_40,29,12,13,24,0.65512,9.4,22,13,4.6,13,13,5.6,3.8,11.4,true,2,0.7,true,6,3,true,12,6.8,true,12,6.8,false,,,false,,
2025-07-11,AMD_SHIFTED,UP,ALIGNED,DOWN,true,25_40,38,12,13,24,0.65796,10.8,20,13,9.6,2,12,-5,15.8,15.8,true,0,0.1,true,1,0.1,true,1,0.1,true,14,7.8,true,14,7.8,true,23,10.8
2025-07-14,AMD_COMPRESSION_BREAKOUT,DOWN,ALIGNED,DOWN,false,25_40,32,10,13,48,0.65684,14.6,38,13,5.2,1,10,6.3,8.3,9.8,true,3,0.6,true,16,3,true,43,14.6,false,,,false,,,false,,
2025-07-15,AMD_FAILED,UP,CONFLICTED,DOWN,true,25_40,29,11,12,24,0.6569,6.8,18,12,10.2,13,12,2.5,4.3,16,true,1,1.6,true,1,1.6,true,5,1.6,true,11,1.6,true,18,6.8,true,20,6.8
2025-07-16,AMD_COMPRESSION_BREAKOUT,DOWN,CONFLICTED,DOWN,false,LT_25,19,10,13,48,0.65226,26,46,13,6.2,30,12,21.9,4.1,13.6,true,0,2.3,true,10,3.1,true,30,7.4,true,30,7.4,true,30,7.4,false,,
2025-07-17,AMD_NONE,DOWN,ALIGNED,UP,true,GTE_40,62,10,11,24,0.64662,11.2,22,11,3.8,5,10,8.4,2.8,6.2,true,4,2.4,true,5,2.4,false,,,false,,,false,,,false,,
2025-07-18,AMD_COMPRESSION_BREAKOUT,UP,ALIGNED,UP,false,LT_25,16,10,13,48,0.65193,21.2,40,13,2.5,4,10,17.3,3.9,10.5,true,1,0.4,true,23,6.5,true,42,21.2,true,43,21.2,false,,,false,,
2025-07-21,AMD_COMPRESSION_BREAKOUT,UP,CONFLICTED,UP,false,LT_25,21,10,13,48,0.65114,16.6,31,12,2.6,3,10,5.7,10.9,12.8,true,2,2.2,true,33,16.6,true,36,16.6,true,37,16.6,true,40,16.6,false,,
2025-07-22,AMD_SHIFTED,UP,CONFLICTED,UP,true,LT_25,24,12,13,24,0.65194,18.6,20,13,0.2,0,12,11,7.6,8.2,true,0,3.4,true,14,14.8,true,22,18.6,false,,,false,,,false,,
2025-07-23,AMD_SHIFTED,UP,CONFLICTED,UP,false,25_40,30,12,13,24,0.65982,2.6,0,12,16.4,22,13,-12.1,14.7,19,true,0,2.6,true,4,2.6,true,6,2.6,true,7,2.6,true,10,2.6,true,19,2.6
2025-07-24,AMD_TEXTBOOK,DOWN,CONFLICTED,UP,true,25_40,29,12,13,24,0.66156,13.7,21,13,4.1,3,12,8.6,5.1,8.2,true,1,1.2,true,3,1.2,true,14,11.6,false,,,false,,,false,,
2025-07-25,AMD_COMPRESSION_BREAKOUT,DOWN,ALIGNED,DOWN,false,25_40,32,10,13,48,0.65628,10.7,37,13,6,23,11,4,6.7,14.3,true,1,2.4,true,10,3.2,true,12,3.2,true,23,4.5,true,40,10.7,false,,
2025-07-28,AMD_NONE,DOWN,CONFLICTED,DOWN,false,GTE_40,63,10,11,24,0.65255,3.3,18,11,8.1,9,10,-3.9,7.2,9.2,true,0,0.5,true,3,1.1,true,8,1.1,false,,,false,,,false,,
2025-07-29,AMD_TEXTBOOK,DOWN,ALIGNED,UP,true,25_40,31,12,13,24,0.64988,2.6,1,12,11.3,23,13,-9.9,12.5,13.9,true,1,2.6,true,8,2.6,true,19,2.6,true,20,2.6,true,22,2.6,false,,
2025-07-30,AMD_COMPRESSION_BREAKOUT,DOWN,CONFLICTED,DOWN,false,25_40,27,10,13,48,0.65,50.6,47,13,0.8,0,10,45.2,5.4,10.4,true,1,2.8,true,30,25.1,true,30,25.1,true,30,25.1,false,,,false,,
2025-07-31,AMD_SHIFTED,DOWN,CONFLICTED,DOWN,false,GTE_40,43,12,13,24,0.64459,15.2,20,13,3,2,12,11.3,3.9,8.2,true,1,2.5,true,2,2.5,true,8,8.7,false,,,false,,,false,,
2025-08-01,AMD_TEXTBOOK,UP,CONFLICTED,DOWN,true,LT_25,18,12,13,24,0.64237,69.8,15,13,4.7,5,12,42.5,27.3,55.3,true,0,0.1,true,4,1.8,true,6,51.3,true,6,51.3,true,6,51.3,true,6,51.3
2025-08-04,AMD_FAILED,DOWN,ALIGNED,UP,false,LT_25,24,11,12,24,0.6479,2.8,1,11,8.9,19,12,-2.2,5,11.7,true,0,1.2,true,3,2.8,true,15,2.8,true,16,2.8,false,,,false,,
2025-08-05,AMD_SHIFTED,DOWN,CONFLICTED,DOWN,true,25_40,26,12,13,24,0.64596,1.6,6,12,14.8,17,13,-5.5,7.1,16.4,true,1,1.2,true,1,1.2,true,8,1.6,true,9,1.6,true,15,1.6,true,16,1.6
2025-08-06,AMD_SHIFTED,UP,ALIGNED,DOWN,true,25_40,25,12,13,24,0.6505,3,16,13,9.2,8,12,-3.8,6.8,10.2,true,0,1,true,3,1,true,8,1,true,8,1,false,,,false,,
2025-08-07,AMD_SHIFTED,UP,ALIGNED,DOWN,false,GTE_40,42,12,13,24,0.65216,8.6,13,13,5.6,23,13,-4.4,13,14.2,true,0,1.6,true,8,7.2,true,8,7.2,true,21,8.6,true,23,8.6,false,,
2025-08-08,AMD_TEXTBOOK,UP,ALIGNED,DOWN,true,LT_25,22,12,13,24,0.6522,7.2,21,13,7.6,10,12,3.4,3.8,9.6,true,2,2,true,3,2,true,10,2,false,,,false,,,false,,
