amd_tag,bar_index,utc_hour,utc_minute,n_days,avg_favorable,p25_favorable,p50_favorable,p75_favorable,max_favorable,avg_adverse,avg_running_peak,p75_running_peak,avg_pullback_from_peak,pct_still_advancing,pct_new_peak,hard_sl_fired_pct,trail_fired_pct_2_5,trail_fired_pct_5,trail_fired_pct_7_5,trail_fired_pct_10,trail_fired_pct_12_5,trail_fired_pct_15
AMD_NONE,43,13,35,34,5.68,-6.4,5.2,13.4,77.1,1.15,17.62,22.8,11.94,41.2,14.7,20.6,100,100,94.1,88.2,76.5,61.8
AMD_NONE,44,13,40,34,5.71,-5,6,12.8,90.1,0.52,17.64,22.8,11.93,52.9,2.9,20.6,100,100,94.1,88.2,76.5,64.7
AMD_NONE,45,13,45,34,6.16,-6.2,6.9,14.4,85.6,-0.06,17.84,22.8,11.68,50,5.9,17.6,100,100,94.1,88.2,76.5,64.7
AMD_NONE,46,13,50,34,5.97,-7.2,5.6,14.4,88.9,0.1,17.89,22.8,11.91,52.9,2.9,20.6,100,100,94.1,88.2,76.5,64.7
AMD_NONE,47,13,55,34,5.11,-7.4,4.8,15,86.9,-0.05,17.91,22.8,12.81,41.2,2.9,20.6,100,100,94.1,88.2,76.5,64.7
AMD_NONE,48,14,0,34,7.08,-9.2,8.8,15.9,98,0.27,18.93,22.8,11.85,55.9,20.6,26.5,100,100,94.1,91.2,79.4,67.6
AMD_NONE,49,14,5,34,7.06,-9,8.7,18.1,91,-0.52,19.27,23.5,12.21,50,26.5,26.5,100,100,94.1,91.2,82.4,67.6
AMD_NONE,50,14,10,34,6.38,-12.6,8.2,18.8,93.2,-1.09,19.83,25.2,13.45,44.1,17.6,29.4,100,100,94.1,91.2,82.4,70.6
AMD_NONE,51,14,15,34,7.07,-13.4,7.6,19,107.9,-1.64,20.26,25.2,13.19,52.9,23.5,29.4,100,100,94.1,91.2,82.4,73.5
AMD_NONE,52,14,20,34,7.76,-15.2,11.1,19.8,118.5,-2.31,21,25.8,13.24,55.9,20.6,29.4,100,100,94.1,91.2,82.4,73.5
AMD_NONE,53,14,25,34,7.37,-13.4,7.3,17.9,117.3,-2.43,21.22,26.2,13.85,55.9,17.6,26.5,100,100,94.1,91.2,82.4,73.5
AMD_NONE,54,14,30,34,8.44,-9,11.6,18.5,120,-1.74,21.37,26.2,12.94,55.9,20.6,29.4,100,100,94.1,91.2,82.4,73.5
AMD_NONE,55,14,35,34,8.64,-7.1,13.6,19,117.1,-1.24,21.67,26.2,13.04,50,14.7,23.5,100,100,94.1,91.2,82.4,73.5
AMD_NONE,56,14,40,34,7.93,-7.6,9.8,22.4,115.5,-1.56,22.1,26.9,14.17,32.4,11.8,23.5,100,100,94.1,91.2,82.4,73.5
AMD_NONE,57,14,45,34,8.2,-6.2,11,19.6,114.7,-0.99,22.39,27.1,14.2,58.8,8.8,20.6,100,100,94.1,91.2,82.4,73.5
AMD_NONE,58,14,50,34,8.35,-8.1,11.2,18,113.7,-1.22,22.69,28.2,14.34,55.9,5.9,23.5,100,100,97.1,94.1,85.3,76.5
AMD_NONE,59,14,55,34,7.35,-5.9,9.2,18.3,110.1,-0.71,22.71,28.2,15.36,35.3,5.9,26.5,100,100,97.1,94.1,88.2,76.5
AMD_NONE,60,15,0,34,6.2,-10.5,10,17.1,116.6,1.19,22.74,28.2,16.54,32.4,2.9,26.5,100,100,97.1,94.1,88.2,76.5
AMD_NONE,61,15,5,34,5.53,-12.6,10,18.2,115.9,1.06,22.74,28.2,17.21,41.2,0,35.3,100,100,97.1,94.1,88.2,76.5
AMD_NONE,62,15,10,34,4.99,-13.1,9,15.4,113.1,1.71,22.79,28.2,17.81,47.1,5.9,32.4,100,100,97.1,97.1,88.2,76.5
AMD_NONE,63,15,15,34,4.39,-13.4,6.8,17.8,103.7,3.07,23.11,28.2,18.72,50,8.8,29.4,100,100,97.1,97.1,94.1,79.4
AMD_NONE,64,15,20,34,3.82,-13.1,6.5,19.2,94.5,2.74,23.37,30.1,19.56,55.9,14.7,32.4,100,100,97.1,97.1,94.1,82.4
AMD_NONE,65,15,25,34,2.38,-15,5.6,19.9,92.3,3.69,23.45,30.4,21.07,29.4,5.9,35.3,100,100,97.1,97.1,94.1,82.4
AMD_NONE,66,15,30,34,0.99,-16,4,19.3,81.3,4.09,23.53,31,22.54,29.4,2.9,35.3,100,100,97.1,97.1,94.1,82.4
AMD_NONE,67,15,35,34,0.7,-17.5,4.5,18.3,74.9,5.43,23.53,31,22.83,38.2,0,35.3,100,100,97.1,97.1,94.1,82.4
AMD_NONE,68,15,40,34,1.23,-18.8,5.2,17.4,71.9,5.31,23.7,31,22.47,52.9,8.8,35.3,100,100,97.1,97.1,94.1,82.4
AMD_NONE,69,15,45,34,1.05,-18.4,7.2,18.2,68.1,5.16,23.81,31,22.76,47.1,11.8,38.2,100,100,97.1,97.1,94.1,82.4
AMD_NONE,70,15,50,34,0.71,-20.4,7.4,21.1,66.5,5.38,24.07,31,23.36,47.1,11.8,38.2,100,100,97.1,97.1,94.1,82.4
AMD_NONE,71,15,55,34,0.07,-21.3,8.1,23,55.5,5.06,24.21,31,24.14,38.2,11.8,38.2,100,100,97.1,97.1,94.1,82.4
