amd_tag,n_trades,avg_pnl_r,win_pct,avg_pnl_r_distribution_phase_only,avg_pnl_r_aligned_only
AMD_COMPRESSION_BREAKOUT,207,-0.2525603864734299,41.54589371980676,0.0782051282051282,-0.8021917808219179
AMD_FAILED,21,0.09380952380952372,42.857142857142854,-0.2316666666666667,1.906666666666667
AMD_NONE,23,-1.0643478260869563,43.47826086956522,-0.06299999999999994,-1.0643478260869563
AMD_SHIFTED,246,-0.26743902439024375,32.520325203252035,-0.2078481012658229,-0.45467105263157886
AMD_TEXTBOOK,38,0.03684210526315779,52.63157894736842,-0.8244444444444443,1.0768181818181817
INSUFFICIENT_DATA,3,0.8333333333333334,66.66666666666667,0,0
